finished,QID1,QID2,QID3,QID5,QID6,QID8,QID10,QID11,QID12,QID14,QID13,QID24,QID9,QID15_TEXT,QID16_TEXT,QID17,QID18,QID19,QID20,QID22
Finished,Q1 - What is your class year?,Q2 - What is your race or ethnicity?,Q3 - What is your gender?,Q5 - Are you in any of the following types of groups?,Q6 - Are you in Pratt or Trinity?,Q8 - Which presidential candidate do you intend to vote for?,Q10 - Which political party do you most align with?,Q11 - How knowledgeable do you consider yourself about politics?,Q12 - Do you plan to vote?,Q14 - Are you registered to vote?,Q13 - In which state are you registered to vote?,Q24 - Which candidate for US Senator from North Carolina do you intend to vote fo...,Q9 - Which candidate for North Carolina governor do you intend to vote for?,Q15 - What is one word that comes to mind when you think of Hillary Clinton?,Q16 - What is one word that comes to mind when you think of Donald Trump?,Q17 - Do you have friends that support a different candidate for president that y...,Q18 - Have you unfriended someone on Facebook because of their political beliefs?,Q19 - Who do you think will win the election?,Q20 - Do you think you will be voting for the same candidate for president as you...,Q22 - How many Duke Football games do you think you will have attended by the end...
TRUE,2020,White,Male,None,Pratt,Hillary Clinton,Unaffiliated/Independent,Moderately knowledgeable,Probably yes,Yes,North Carolina ,Do not intend to vote,Do not intend to vote,Consistent ,Volatile ,Yes,No,Hillary Clinton,Definitely yes,5
TRUE,2018,Asian,Female,Independent House,Trinity,Hillary Clinton,Democratic,Slightly knowledgeable,Definitely not,No,,,,Strong,Narcissistic,No,No,Hillary Clinton,Definitely yes,1
TRUE,2020,White,Male,None,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Undecided,Unrelateable ,Piece-of-shit,No,Yes,Hillary Clinton,Definitely yes,5
TRUE,2020,Asian,Female,None,Pratt,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Undecided,Qualified,Arrogant,Yes,No,Hillary Clinton,Definitely yes,2
TRUE,2017,White,Male,Selective Living Group,Trinity,Donald Trump,Unaffiliated/Independent,Not knowledgeable at all,Probably not,No,,,,Corruption,Brash,Yes,Yes,Hillary Clinton,Probably yes,5
TRUE,2017,White,Female,None,Trinity,Undecided,Unaffiliated/Independent,Slightly knowledgeable,Probably yes,Yes,North Carolina ,Undecided,Other,Female,Male,Yes,No,Hillary Clinton,Might or might not,2
TRUE,2020,White,Male,None,Trinity,Hillary Clinton,Unaffiliated/Independent,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Do not intend to vote,Undecided,Conniving,Unpredictable,Yes,No,Hillary Clinton,Probably not,6
TRUE,2020,White,Female,None,Pratt,Do not intend to vote,Democratic,Moderately knowledgeable,Definitely not,No,,,,pant-suit,disgusting ,Yes,Yes,Hillary Clinton,Probably yes,4
TRUE,2017,Asian,Male,None,Trinity,Do not intend to vote,Republican,Moderately knowledgeable,Probably not,No,,,,Politician,Uncertainty ,Yes,No,Hillary Clinton,Probably not,1
TRUE,2018,White,Female,Sorority,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Qualified ,Uninformed,Yes,No,Hillary Clinton,Definitely yes,0
TRUE,2020,White,Male,None,Pratt,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,Illinois ,,,Eh,Racist,Yes,No,Hillary Clinton,Probably yes,3
TRUE,2018,Black or African American,Male,Fraternity,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Do not intend to vote,Do not intend to vote,Better,Never,No,No,Hillary Clinton,Probably yes,3
TRUE,2018,Asian,Female,None,Trinity,Hillary Clinton,Democratic,Extremely knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Reliable,Bigot,No,Yes,Hillary Clinton,Definitely yes,1
TRUE,2017,White,Male,Selective Living Group,Trinity,Hillary Clinton,Unaffiliated/Independent,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Secretive,Narcissist,Yes,No,Donald Trump,Definitely yes,1
TRUE,2017,Asian,Male,None,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Probably yes,Yes,Pennsylvania ,,,Dependable,Brash,Yes,No,Hillary Clinton,Probably yes,2
TRUE,2017,Asian,Female,Selective Living Group,Trinity,Hillary Clinton,Unaffiliated/Independent,Moderately knowledgeable,Probably yes,Yes,Maryland ,,,qualified,ridiculous,No,Yes,Hillary Clinton,Probably yes,2
TRUE,2020,Black or African American,Male,None,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Probably not,No,,,,Desperate choice,Clown,Yes,No,Hillary Clinton,Definitely yes,4
TRUE,2017,White,Male,Fraternity,Trinity,Hillary Clinton,Democratic,Extremely knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Knowledgable ,Unqualified,Yes,No,Hillary Clinton,Definitely yes,4
TRUE,2020,White,Male,None,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Undecided,Crooked,Crooked,Yes,No,Hillary Clinton,Might or might not,2
TRUE,2020,White,Female,None,Trinity,Hillary Clinton,Democratic,Extremely knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Groundbreaking,Threat,Yes,Yes,Hillary Clinton,Definitely yes,5
TRUE,2020,Asian,Female,None,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely not,No,,,,Bold,Ill-informed,Yes,No,Hillary Clinton,Definitely yes,2
TRUE,2020,Black or African American,Female,None,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,No,,,,rational,Bigot,No,Yes,Hillary Clinton,Definitely yes,2
TRUE,2020,Black or African American,Female,None,Trinity,Hillary Clinton,Libertarian,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Undecided,Qualified,Scary,No,No,Hillary Clinton,Definitely yes,6
TRUE,2020,Black or African American,Female,None,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,No,,,,Liar,Harsh,Yes,No,Hillary Clinton,Definitely yes,0
TRUE,2019,Other,Male,Fraternity,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,No,,,,woman,racist,Yes,No,Hillary Clinton,Probably yes,2
TRUE,2020,White,Male,None,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Undecided,Strong ,Ridiculous ,No,No,Hillary Clinton,Definitely yes,5
TRUE,2019,Black or African American,Female,Independent House,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,Texas ,,,Settlement,Comedy,No,Yes,Hillary Clinton,Might or might not,0
TRUE,2017,Black or African American,Female,None,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Qualified,Racist,No,Yes,Hillary Clinton,Definitely yes,0
TRUE,2019,White,Male,Fraternity,Trinity,Do not intend to vote,Unaffiliated/Independent,Not knowledgeable at all,Probably not,No,,,,Crooked,Rude,Yes,No,Hillary Clinton,Probably not,1
TRUE,2019,Asian,Male,Independent House,Pratt,Hillary Clinton,Republican,Moderately knowledgeable,Probably yes,Yes,Georgia ,,,Crooked,Business,Yes,No,Hillary Clinton,Might or might not,3
TRUE,2018,Asian,Male,Selective Living Group,Pratt,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Do not intend to vote,Do not intend to vote,Reasonable,Ridiculous,Yes,No,Hillary Clinton,Probably yes,1
TRUE,2017,Black or African American,Male,Independent House,Pratt,Hillary Clinton,Unaffiliated/Independent,Not knowledgeable at all,Definitely yes,Yes,South Carolina ,,,Disconnected,Wrong,Yes,No,Hillary Clinton,Might or might not,6
TRUE,2018,White,Male,Fraternity,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,No,,,,emails,Tremendous,Yes,No,Hillary Clinton,Definitely yes,2
TRUE,2017,White,Male,Fraternity,Trinity,Donald Trump,Republican,Very knowledgeable,Probably yes,Yes,New York ,,,Liar ,Legend ,Yes,No,Donald Trump,Might or might not,0
TRUE,2018,White,Male,Fraternity,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,North Carolina ,Do not intend to vote,Do not intend to vote,leader,Horrible,No,No,Hillary Clinton,Definitely yes,1
TRUE,2017,White,Male,None,Pratt,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Dank,Asshole,Yes,No,Hillary Clinton,Might or might not,1
TRUE,2017,White,Female,Sorority,Pratt,Hillary Clinton,Democratic,Slightly knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,smart,ignorant,No,No,Hillary Clinton,Definitely yes,2
TRUE,2017,White,Male,Fraternity,Trinity,Undecided,Unaffiliated/Independent,Slightly knowledgeable,Probably yes,Yes,Maryland ,,,Fake,Successful,Yes,No,Hillary Clinton,Might or might not,1
TRUE,2017,White,Female,Sorority,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Inspiring,Hate,Yes,Yes,Hillary Clinton,Definitely yes,5
TRUE,2020,White,Female,None,Trinity,Hillary Clinton,Democratic,Extremely knowledgeable,Definitely yes,Yes,Kentucky ,,,Experienced,Brash,Yes,No,Hillary Clinton,Probably not,5
TRUE,2017,White,Female,Sorority,Trinity,Hillary Clinton,Democratic,Extremely knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Qualified,Moron,No,No,Hillary Clinton,Definitely yes,3
TRUE,2017,Black or African American,Male,Selective Living Group,Trinity,Do not intend to vote,Democratic,Moderately knowledgeable,Definitely not,No,,,,resourceful,racist,Yes,Yes,Hillary Clinton,Definitely yes,0
TRUE,2018,Asian,Male,None,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Might or might not,No,,,,Woman,crazy,Yes,No,Hillary Clinton,Might or might not,3
TRUE,2018,White,Male,Fraternity,Trinity,Hillary Clinton,Republican,Extremely knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Rational,Lunatic-deranged-fuck,Yes,Yes,Hillary Clinton,Definitely not,1
TRUE,2018,Asian,Male,Independent House,Trinity,Other,Democratic,Very knowledgeable,Definitely yes,Yes,Texas ,,,Dishonest,Inexperienced ,Yes,No,Hillary Clinton,Probably not,2
TRUE,2018,White,Male,Fraternity,Trinity,Hillary Clinton,Democratic,Extremely knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Ambitious,Capitalist,No,No,Hillary Clinton,Definitely yes,0
TRUE,2019,Asian,Female,None,Trinity,Do not intend to vote,Other,Not knowledgeable at all,Probably not,No,,,,Feminist,Stupid,No,No,Hillary Clinton,Definitely yes,0
TRUE,2020,Hispanic,Male,None,Trinity,Hillary Clinton,Unaffiliated/Independent,Very knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Undecided,Indifference,Anger,Yes,No,Hillary Clinton,Probably not,6
TRUE,2020,White,Male,None,Trinity,Hillary Clinton,Republican,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Undecided,dishonest,greedy,Yes,No,Hillary Clinton,Definitely yes,6
TRUE,2020,Asian,Female,None,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,Virginia ,,,Experienced ,Bigoted ,Yes,No,Hillary Clinton,Definitely yes,2
TRUE,2019,White,Male,Selective Living Group,Pratt,Undecided,Unaffiliated/Independent,Moderately knowledgeable,Probably yes,Yes,Texas ,,,Emails,Wall,Yes,No,Hillary Clinton,Probably not,0
TRUE,2020,White,Male,None,Pratt,Hillary Clinton,Libertarian,Slightly knowledgeable,Definitely yes,Yes,North Carolina ,Do not intend to vote,Do not intend to vote,enough,scary,Yes,No,Hillary Clinton,Probably not,5
TRUE,2020,White,Female,None,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Roy Cooper,Madame President,No,No,No,Hillary Clinton,Definitely yes,1
TRUE,2017,White,Female,Sorority,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,Pennsylvania ,,,Strong,Racist,Yes,Yes,Hillary Clinton,Definitely yes,4
TRUE,2019,Asian,Female,Sorority,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Powerful,Sexist,Yes,No,Hillary Clinton,Definitely yes,2
TRUE,2018,White,Female,Sorority,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,Pennsylvania ,,,Qualified,Idiot,Yes,Yes,Hillary Clinton,Probably not,0
TRUE,2017,White,Male,Fraternity,Trinity,Hillary Clinton,Democratic,Extremely knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Strong,Idiot,No,Yes,Hillary Clinton,Definitely yes,1
TRUE,2020,White,Female,None,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Experienced,Dangerous,Yes,No,Hillary Clinton,Definitely yes,5
TRUE,2017,Asian,Male,Independent House,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Roy Cooper,Liar,Bigot,No,No,Hillary Clinton,Might or might not,2
TRUE,2020,White,Male,None,Pratt,Hillary Clinton,Democratic,Slightly knowledgeable,Definitely yes,Yes,Pennsylvania ,,,Experienced,Stupidity,Yes,No,Hillary Clinton,Definitely yes,6
TRUE,2019,Black or African American,Female,Independent House,Trinity,Hillary Clinton,Democratic,Extremely knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Undecided,Qualified ,Toupee ,Yes,No,Hillary Clinton,Definitely yes,1
TRUE,2017,White,Female,Sorority,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,Florida ,,,Qualified,Scary,No,Yes,Hillary Clinton,Definitely yes,3
TRUE,2019,Asian,Female,Selective Living Group,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Do not intend to vote,experienced,orange,Yes,No,Hillary Clinton,Might or might not,2
TRUE,2019,Asian,Female,Independent House,Trinity,Hillary Clinton,Democratic,Slightly knowledgeable,Definitely yes,Yes,North Carolina ,Do not intend to vote,Do not intend to vote,experience,wtf,No,No,Hillary Clinton,Probably yes,0
TRUE,2017,Asian,Male,Independent House,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Undecided,Politician,Unprofessional ,Yes,No,Hillary Clinton,Probably yes,3
TRUE,2019,White,Male,Fraternity,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Honest,Dictator,Yes,No,Donald Trump,Definitely yes,8
TRUE,2019,White,Male,None,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Might or might not,Yes,New York ,,,experience,disgusting,Yes,No,Hillary Clinton,Definitely yes,4
TRUE,2019,Asian,Female,Selective Living Group,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Probably yes,Yes,North Carolina ,Undecided,Undecided,Sharp,Dull,Yes,No,Hillary Clinton,Definitely not,0
TRUE,2017,White,Male,None,Trinity,Donald Trump,Republican,Moderately knowledgeable,Definitely yes,Yes,New Jersey ,,,liar,controversial,Yes,No,Donald Trump,Definitely yes,3
TRUE,2020,Other,Male,None,Trinity,Donald Trump,Republican,Extremely knowledgeable,Definitely not,No,,,,Criminal,Rich,Yes,Yes,Donald Trump,Definitely yes,4
TRUE,2020,White,Female,None,Trinity,Hillary Clinton,Libertarian,Very knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Undecided,Controlled,A joke,No,No,Hillary Clinton,Probably yes,4
TRUE,2019,White,Female,None,Trinity,Hillary Clinton,Democratic,Not knowledgeable at all,Probably yes,Yes,North Carolina ,Undecided,Undecided,Womanizer ,Awful,Yes,No,Hillary Clinton,Definitely yes,0
TRUE,2018,White,Female,Independent House,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,Tennessee ,,,Fierce,Bigot,No,No,Hillary Clinton,Definitely yes,3
TRUE,2017,Asian,Male,Selective Living Group,Trinity,Hillary Clinton,Unaffiliated/Independent,Extremely knowledgeable,Probably yes,Yes,North Carolina ,Undecided,Roy Cooper,Experienced,Volatile,No,No,Hillary Clinton,Probably yes,3
TRUE,2020,White,Male,None,Trinity,Donald Trump,Republican,Moderately knowledgeable,Probably yes,No,,,,New,Determined,Yes,No,Hillary Clinton,Might or might not,2
TRUE,2020,White,Female,None,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,Ohio ,,,experienced,racist,No,No,Hillary Clinton,Definitely yes,4
TRUE,2018,Asian,Female,Independent House,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Pat McCrory,qualified,jackass,No,No,Hillary Clinton,Might or might not,0
TRUE,2019,Asian,Female,Selective Living Group,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Probably yes,Yes,North Carolina ,Do not intend to vote,Roy Cooper,Strong,Irresponsible ,Yes,Yes,Hillary Clinton,Might or might not,0
TRUE,2020,White,Female,None,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely not,No,,,,Inspirational,Idiot,Yes,No,Hillary Clinton,Definitely yes,0
TRUE,2020,Asian,Male,None,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Experienced,Bigot,No,No,Hillary Clinton,Definitely yes,2
TRUE,2017,White,Male,None,Trinity,Hillary Clinton,Republican,Extremely knowledgeable,Definitely yes,Yes,North Carolina ,Richard Burr,Pat McCrory,Competent,Erratic,Yes,No,Hillary Clinton,Probably yes,4
TRUE,2020,White,Male,None,Trinity,Hillary Clinton,Green,Extremely knowledgeable,Definitely yes,Yes,Virginia ,,,Overly-Qualified,Ignorance,Yes,No,Hillary Clinton,Might or might not,4
TRUE,2017,White,Female,None,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Undecided,Criminal,Idiot,Yes,No,Hillary Clinton,Probably yes,0
TRUE,2019,White,Female,Selective Living Group,Trinity,Hillary Clinton,Unaffiliated/Independent,Moderately knowledgeable,Might or might not,Yes,North Carolina ,Undecided,Undecided,russia,idiot,No,Yes,Hillary Clinton,Probably yes,1
TRUE,2020,Black or African American,Female,None,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Do not intend to vote,Betterthantrump ,Orange,No,Yes,Hillary Clinton,Definitely yes,2
TRUE,2017,White,Male,Independent House,Trinity,Donald Trump,Unaffiliated/Independent,Very knowledgeable,Definitely yes,Yes,North Carolina ,Richard Burr,Pat McCrory,Crook,Successful,Yes,No,Hillary Clinton,Might or might not,1
TRUE,2019,Asian,Male,Selective Living Group,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Meh,Lunatic,Yes,No,Hillary Clinton,Definitely yes,2
TRUE,2020,White,Female,None,Trinity,Hillary Clinton,Democratic,Slightly knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Undecided,intelligent,psycho,Yes,No,Hillary Clinton,Probably yes,5
TRUE,2018,White,Male,Fraternity,Pratt,Hillary Clinton,Democratic,Slightly knowledgeable,Probably yes,Yes,North Carolina ,Undecided,Undecided,Bill,Wall,Yes,No,Donald Trump,Probably yes,3
TRUE,2018,Asian,Female,Independent House,Trinity,Hillary Clinton,Democratic,Extremely knowledgeable,Definitely yes,Yes,New Mexico ,,,Qualified ,Incoherent ,Yes,Yes,Hillary Clinton,Definitely yes,1
TRUE,2017,White,Female,None,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Undecided,Experienced,Incompetent,Yes,No,Hillary Clinton,Definitely yes,4
TRUE,2017,Asian,Male,None,Pratt,Hillary Clinton,Democratic,Slightly knowledgeable,Definitely yes,No,,,,Qualified,Unqualified,No,No,Hillary Clinton,Definitely yes,0
TRUE,2018,White,Male,Independent House,Pratt,Do not intend to vote,Democratic,Not knowledgeable at all,Definitely not,No,,,,Consistent,Unstable,Yes,No,Hillary Clinton,Definitely not,9
TRUE,2019,Asian,Female,None,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Hope,Racist sexist bad,No,No,Hillary Clinton,Definitely yes,0
TRUE,2018,Black or African American,Male,None,Pratt,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,Florida ,,,Experience,Inexperienced,Yes,No,Hillary Clinton,Definitely yes,3
TRUE,2019,American Indian or Alaska Native,Female,Sorority,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Undecided,Second-best,Disgust,Yes,No,Hillary Clinton,Definitely yes,1
TRUE,2017,White,Male,Fraternity,Trinity,Hillary Clinton,Republican,Extremely knowledgeable,Definitely yes,Yes,North Carolina ,Richard Burr,Roy Cooper,Better,Dangerous,Yes,No,Hillary Clinton,Might or might not,0
TRUE,2019,White,Female,Selective Living Group,Trinity,Hillary Clinton,Unaffiliated/Independent,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Undecided,Strong,Ignorant ,No,No,Hillary Clinton,Might or might not,0
TRUE,2018,White,Female,Independent House,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Do not intend to vote,Do not intend to vote,Experienced,Scary,Yes,Yes,Hillary Clinton,Definitely yes,0
TRUE,2020,White,Female,None,Pratt,Hillary Clinton,Unaffiliated/Independent,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Undecided,Suspicious,Empty-headed,Yes,No,Hillary Clinton,Probably yes,2
TRUE,2019,White,Male,Fraternity,Pratt,Gary Johnson,Libertarian,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Do not intend to vote,Do not intend to vote,Crooked,Ulcerative Colitis ,Yes,No,Hillary Clinton,Definitely not,1
TRUE,2020,Asian,Female,None,Trinity,Donald Trump,Unaffiliated/Independent,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Undecided,Crooked,Loud,Yes,No,Hillary Clinton,Might or might not,1
TRUE,2017,White,Male,Fraternity,Pratt,Hillary Clinton,Unaffiliated/Independent,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Do not intend to vote,Do not intend to vote,Competent,Incompetent,Yes,No,Hillary Clinton,Probably yes,4
TRUE,2017,White,Female,Sorority,Pratt,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,Illinois ,,,Determined,Fraud,Yes,No,Hillary Clinton,Definitely yes,1
TRUE,2017,White,Female,Sorority,Trinity,Hillary Clinton,Republican,Moderately knowledgeable,Definitely yes,Yes,New Jersey ,,,Politician,Capitalism ,No,No,Hillary Clinton,Might or might not,2
TRUE,2019,White,Male,Fraternity,Trinity,Hillary Clinton,Democratic,Extremely knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Experienced,demagogue,Yes,No,Hillary Clinton,Definitely yes,2
TRUE,2017,White,Male,Fraternity,Pratt,Undecided,Libertarian,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Undecided,Female,Repetitive ,Yes,Yes,Hillary Clinton,Might or might not,2
TRUE,2018,White,Female,Sorority,Trinity,Donald Trump,Republican,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Richard Burr,Pat McCrory,Liar,Businessman ,Yes,No,Donald Trump,Definitely yes,0
TRUE,2018,White,Male,Independent House,Trinity,Hillary Clinton,Democratic,Extremely knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Emails,Wall,Yes,No,Hillary Clinton,Probably yes,1
TRUE,2017,White,Female,Sorority,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Necessary,Asshole,Yes,No,Hillary Clinton,Definitely yes,6
TRUE,2019,Hispanic,Male,Selective Living Group,Trinity,Hillary Clinton,Green,Very knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,fake,amerikkka,No,Yes,Hillary Clinton,Definitely yes,1
TRUE,2019,White,Female,Sorority,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Strong,Idiot,Yes,Yes,Hillary Clinton,Definitely yes,1
TRUE,2019,White,Female,Selective Living Group,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,powerful,spiteful,Yes,Yes,Hillary Clinton,Definitely yes,1
TRUE,2019,Asian,Female,Selective Living Group,Trinity,Hillary Clinton,Unaffiliated/Independent,Slightly knowledgeable,Might or might not,Yes,North Carolina ,Undecided,Undecided,decent,unbelievable,No,No,Hillary Clinton,Might or might not,0
TRUE,2019,Asian,Male,Independent House,Pratt,Hillary Clinton,Unaffiliated/Independent,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Undecided,TurdSandwich,GiantDouche,Yes,No,Hillary Clinton,Probably not,1
TRUE,2020,Asian,Male,None,Pratt,Hillary Clinton,Unaffiliated/Independent,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Corrupt,Stupid,Yes,No,Hillary Clinton,Probably not,1
TRUE,2017,White,Male,Independent House,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Probably yes,No,,,,Fake,bad hair,Yes,No,Hillary Clinton,Definitely not,0
TRUE,2018,White,Female,Sorority,Trinity,Hillary Clinton,Unaffiliated/Independent,Very knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Experienced,Arrogant,Yes,No,Hillary Clinton,Probably not,7
TRUE,2017,Asian,Male,Independent House,Trinity,Hillary Clinton,Democratic,Slightly knowledgeable,Probably yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Democrat,Fearmonger,Yes,No,Hillary Clinton,Definitely not,1
TRUE,2017,White,Female,Sorority,Pratt,Hillary Clinton,Democratic,Extremely knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,qualified,rude ,Yes,Yes,Hillary Clinton,Definitely yes,6
TRUE,2019,Asian,Male,Independent House,Trinity,Donald Trump,Republican,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Pat McCrory,Crooked,Bumbling,Yes,No,Hillary Clinton,Probably not,7
TRUE,2019,Asian,Female,Independent House,Trinity,Do not intend to vote,Unaffiliated/Independent,Very knowledgeable,Definitely not,No,,,,Old,Garbage,No,No,Hillary Clinton,Definitely not,1
TRUE,2020,Asian,Female,None,Trinity,Hillary Clinton,Democratic,Slightly knowledgeable,Probably yes,Yes,North Carolina ,Undecided,Undecided,female,toupe,Yes,No,Hillary Clinton,Probably yes,0
TRUE,2019,White,Female,Sorority,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Undecided,Role model ,Horrifying ,No,No,Hillary Clinton,Definitely yes,3
TRUE,2018,Asian,Male,None,Trinity,Hillary Clinton,Other,Not knowledgeable at all,Probably yes,Yes,California ,,,Sick,Racist,No,No,Hillary Clinton,Probably yes,0
