finished,QID1,QID2,QID3,QID5,QID6,QID8,QID10,QID11,QID12,QID14,QID13,QID24,QID9,QID15_TEXT,QID16_TEXT,QID17,QID18,QID19,QID20,QID22
Finished,Q1 - What is your class year?,Q2 - What is your race or ethnicity?,Q3 - What is your gender?,Q5 - Are you in any of the following types of groups?,Q6 - Are you in Pratt or Trinity?,Q8 - Which presidential candidate do you intend to vote for?,Q10 - Which political party do you most align with?,Q11 - How knowledgeable do you consider yourself about politics?,Q12 - Do you plan to vote?,Q14 - Are you registered to vote?,Q13 - In which state are you registered to vote?,Q24 - Which candidate for US Senator from North Carolina do you intend to vote fo...,Q9 - Which candidate for North Carolina governor do you intend to vote for?,Q15 - What is one word that comes to mind when you think of Hillary Clinton?,Q16 - What is one word that comes to mind when you think of Donald Trump?,Q17 - Do you have friends that support a different candidate for president that y...,Q18 - Have you unfriended someone on Facebook because of their political beliefs?,Q19 - Who do you think will win the election?,Q20 - Do you think you will be voting for the same candidate for president as you...,Q22 - How many Duke Football games do you think you will have attended by the end...
TRUE,2020,White,Female,None,Trinity,Hillary Clinton,Republican,Slightly knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Undecided,Woman,Huge,No,No,Hillary Clinton,Definitely yes,6
TRUE,2020,Hispanic,Female,None,Trinity,Donald Trump,Libertarian,Very knowledgeable,Definitely yes,Yes,North Carolina ,Do not intend to vote,Do not intend to vote,Sneaky,Intelligent,Yes,No,Donald Trump,Definitely yes,2
TRUE,2020,Asian,Female,None,Trinity,Hillary Clinton,Democratic,Slightly knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Undecided,strong ,bigot,Yes,No,Hillary Clinton,Definitely yes,2
TRUE,2018,White,Female,Selective Living Group,Trinity,Hillary Clinton,Unaffiliated/Independent,Slightly knowledgeable,Definitely yes,Yes,Kansas ,,,Fake,Scary,Yes,No,Hillary Clinton,Probably yes,0
TRUE,2017,White,Female,Selective Living Group,Trinity,Hillary Clinton,Democratic,Extremely knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Strong,Sleezy,Yes,No,Hillary Clinton,Definitely yes,5
TRUE,2019,White,Male,None,Trinity,Donald Trump,Republican,Very knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Undecided,Deceiving ,Rude,Yes,No,Hillary Clinton,Probably yes,2
TRUE,2020,White,Female,None,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Experienced,Bigot,No,Yes,Hillary Clinton,Definitely yes,5
TRUE,2018,Hispanic,Male,Independent House,Pratt,Undecided,Republican,Moderately knowledgeable,Probably yes,Yes,New Jersey ,,,crooked,huge,Yes,No,Hillary Clinton,Might or might not,7
TRUE,2018,Hispanic,Female,Independent House,Pratt,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,Florida ,,,Experienced,Racist,Yes,No,Hillary Clinton,Probably yes,5
TRUE,2018,White,Female,Sorority,Pratt,Hillary Clinton,Unaffiliated/Independent,Moderately knowledgeable,Definitely yes,Yes,Illinois ,,,Experienced,Salesman,Yes,No,Hillary Clinton,Definitely yes,0
TRUE,2018,Hispanic,Female,Selective Living Group,Trinity,Hillary Clinton,Unaffiliated/Independent,Slightly knowledgeable,Probably yes,Yes,Florida ,,,Capable,Polarizing,Yes,No,Hillary Clinton,Probably yes,0
TRUE,2018,Hispanic,Male,Independent House,Trinity,Hillary Clinton,Democratic,Not knowledgeable at all,Probably yes,No,,,,Trying,Racist,Yes,Yes,Hillary Clinton,Might or might not,5
TRUE,2017,Hispanic,Female,Selective Living Group,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Do not intend to vote,Do not intend to vote,Woman,A joke,No,No,Hillary Clinton,Definitely yes,0
TRUE,2018,Black or African American,Male,Selective Living Group,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Conflicted,Racist,No,No,Hillary Clinton,Definitely yes,1
TRUE,2020,White,Other,None,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Other,Undecided,Safe ,Bully ,No,No,Hillary Clinton,Definitely yes,0
TRUE,2018,White,Female,Selective Living Group,Pratt,Hillary Clinton,Unaffiliated/Independent,Moderately knowledgeable,Definitely yes,Yes,Pennsylvania ,,,Woman,Bigot,No,No,Hillary Clinton,Definitely yes,1
TRUE,2018,White,Male,Fraternity,Trinity,Hillary Clinton,Republican,Very knowledgeable,Probably yes,No,,,,Slimy ,Undiplomatic ,Yes,No,Hillary Clinton,Probably yes,0
TRUE,2017,Hispanic,Female,Selective Living Group,Trinity,Hillary Clinton,Unaffiliated/Independent,Moderately knowledgeable,Definitely yes,Yes,Texas ,,,Untrustworthy,Hitler,No,No,Hillary Clinton,Definitely yes,0
TRUE,2020,Asian,Female,None,Trinity,Hillary Clinton,Unaffiliated/Independent,Slightly knowledgeable,Definitely yes,Yes,North Carolina ,Do not intend to vote,Do not intend to vote,Corrupt,Asshole,No,No,Hillary Clinton,Definitely yes,0
TRUE,2018,White,Female,None,Trinity,Hillary Clinton,Democratic,Slightly knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Experienced,Crazy,Yes,No,Hillary Clinton,Probably yes,0
TRUE,2019,Asian,Female,None,Trinity,Hillary Clinton,Democratic,Slightly knowledgeable,Probably yes,No,,,,informed,baseless,No,No,Hillary Clinton,Definitely yes,0
TRUE,2020,Asian,Female,None,Trinity,Do not intend to vote,Democratic,Slightly knowledgeable,Definitely not,No,,,,Unsure,Dumbass,No,Yes,Hillary Clinton,Definitely yes,4
TRUE,2019,Asian,Male,Independent House,Trinity,Hillary Clinton,Democratic,Extremely knowledgeable,Definitely yes,Yes,Pennsylvania ,,,Ready,Worst,Yes,No,Hillary Clinton,Definitely yes,1
TRUE,2020,White,Male,None,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Leader,Selfish,Yes,No,Hillary Clinton,Definitely yes,3
TRUE,2019,Asian,Male,Independent House,Trinity,Do not intend to vote,Republican,Very knowledgeable,Definitely yes,Yes,North Carolina ,Do not intend to vote,Pat McCrory,crooked,rough,Yes,No,Hillary Clinton,Probably yes,0
TRUE,2017,White,Female,Selective Living Group,Trinity,Hillary Clinton,Unaffiliated/Independent,Slightly knowledgeable,Definitely yes,Yes,North Carolina ,Do not intend to vote,Do not intend to vote,politician,businessman,No,No,Hillary Clinton,Probably yes,0
TRUE,2017,Asian,Female,Sorority,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,President,Why,No,No,Hillary Clinton,Definitely yes,4
TRUE,2020,White,Female,None,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Do not intend to vote,Do not intend to vote,Woman,Fuckface,Yes,No,Hillary Clinton,Probably yes,3
TRUE,2019,White,Female,Independent House,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,Massachusetts ,,,credentials,capitalizing,Yes,No,Hillary Clinton,Definitely yes,4
TRUE,2019,White,Female,None,Trinity,Undecided,Libertarian,Moderately knowledgeable,Definitely yes,Yes,Florida ,,,Liar,Bigot,Yes,No,Hillary Clinton,Might or might not,4
TRUE,2019,White,Female,Sorority,Trinity,Undecided,Republican,Moderately knowledgeable,Probably yes,Yes,Colorado ,,,Women,Wall,Yes,No,Hillary Clinton,Might or might not,4
TRUE,2017,White,Male,Fraternity,Trinity,Gary Johnson,Libertarian,Very knowledgeable,Probably yes,Yes,North Carolina ,Do not intend to vote,Do not intend to vote,Cold,Foolish,Yes,No,Hillary Clinton,Probably not,1
TRUE,2018,White,Male,Fraternity,Pratt,Hillary Clinton,Republican,Slightly knowledgeable,Definitely yes,Yes,North Carolina ,Do not intend to vote,Do not intend to vote,Woman,Bluster,Yes,No,Hillary Clinton,Probably not,2
TRUE,2020,Hispanic,Male,None,Pratt,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Experienced,Racist,Yes,No,Hillary Clinton,Probably yes,2
TRUE,2018,Asian,Male,Independent House,Trinity,Hillary Clinton,Unaffiliated/Independent,Slightly knowledgeable,Probably yes,No,,,,Better,terrible,Yes,No,Hillary Clinton,Definitely not,0
TRUE,2018,Black or African American,Male,Independent House,Trinity,Hillary Clinton,Republican,Extremely knowledgeable,Probably yes,Yes,Massachusetts ,,,unforthcoming,Bombastic,Yes,No,Hillary Clinton,Probably yes,1
TRUE,2020,White,Male,None,Trinity,Hillary Clinton,Unaffiliated/Independent,Very knowledgeable,Definitely yes,Yes,Florida ,,,Tolerable,Ignoramus,No,No,Hillary Clinton,Probably yes,9
TRUE,2017,White,Male,Selective Living Group,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,Florida ,,,Qualified,Stupid,Yes,No,Hillary Clinton,Definitely yes,2
TRUE,2019,Black or African American,Male,Fraternity,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Do not intend to vote,Do not intend to vote,President,Asinine,No,Yes,Hillary Clinton,Definitely yes,2
TRUE,2019,White,Male,None,Trinity,Gary Johnson,Republican,Moderately knowledgeable,Probably yes,Yes,North Carolina ,Undecided,Pat McCrory,crooked,orange,Yes,No,Hillary Clinton,Might or might not,2
TRUE,2017,White,Male,None,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,Illinois ,,,Experienced,Unpredictable,Yes,No,Hillary Clinton,Might or might not,7
TRUE,2018,White,Female,Sorority,Trinity,Hillary Clinton,Unaffiliated/Independent,Slightly knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Undecided,Ok,Horrible,No,No,Hillary Clinton,Definitely yes,1
TRUE,2019,Black or African American,Female,Selective Living Group,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Strong,Idiot,Yes,No,Hillary Clinton,Definitely yes,3
TRUE,2020,White,Male,None,Pratt,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Undecided,Secretary ,Ridiculous ,Yes,No,Hillary Clinton,Definitely yes,3
TRUE,2020,Asian,Female,None,Pratt,Donald Trump,Unaffiliated/Independent,Very knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Do not intend to vote,Fake,Stupid,Yes,No,Hillary Clinton,Might or might not,1
TRUE,2017,Asian,Male,Independent House,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Do not intend to vote,Undecided,Progress,Uninformed,Yes,No,Hillary Clinton,Definitely yes,2
TRUE,2020,White,Female,None,Trinity,Hillary Clinton,Republican,Very knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Undecided,Corruption ,Egotistical,Yes,Yes,Hillary Clinton,Probably not,1
TRUE,2020,Black or African American,Female,None,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,Florida ,,,Safe ,unsuitable,Yes,No,Hillary Clinton,Probably yes,3
TRUE,2017,Asian,Female,Selective Living Group,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Woman,Ridiculous,Yes,No,Hillary Clinton,Probably yes,0
TRUE,2020,White,Male,None,Pratt,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Lewinsky ,bologna ,Yes,No,Hillary Clinton,Definitely yes,1
TRUE,2020,Asian,Male,None,Trinity,Donald Trump,Unaffiliated/Independent,Slightly knowledgeable,Definitely not,No,,,,Liar,Outspoken,Yes,No,Donald Trump,Might or might not,1
TRUE,2017,Hispanic,Female,Selective Living Group,Trinity,Do not intend to vote,Democratic,Moderately knowledgeable,Definitely not,No,,,,Perseverant,Joke,Yes,No,Hillary Clinton,Definitely not,0
TRUE,2017,White,Male,Fraternity,Trinity,Hillary Clinton,Republican,Very knowledgeable,Probably yes,Yes,North Carolina ,Richard Burr,Pat McCrory,Scandal,Racist,Yes,No,Hillary Clinton,Definitely not,3
TRUE,2020,White,Female,None,Pratt,Undecided,Unaffiliated/Independent,Moderately knowledgeable,Definitely yes,Yes,Ohio ,,,corrupt,closeminded,Yes,No,Hillary Clinton,Might or might not,3
TRUE,2020,White,Male,None,Trinity,Hillary Clinton,Democratic,Extremely knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Roy Cooper,Experienced,Uninformed,Yes,No,Hillary Clinton,Probably yes,6
TRUE,2019,Black or African American,Male,Fraternity,Trinity,Hillary Clinton,Democratic,Slightly knowledgeable,Might or might not,Yes,North Carolina ,Undecided,Roy Cooper,Untrustworthy ,Racist,Yes,No,Hillary Clinton,Definitely yes,13
TRUE,2017,White,Female,Sorority,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Experienced,Demagogue,Yes,Yes,Hillary Clinton,Probably yes,3
TRUE,2017,White,Male,Independent House,Pratt,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Qualified,Bigot,Yes,No,Hillary Clinton,Definitely yes,1
TRUE,2017,White,Male,Fraternity,Trinity,Do not intend to vote,Libertarian,Moderately knowledgeable,Definitely not,Yes,Oklahoma ,,,Liar,Fool,Yes,Yes,Hillary Clinton,Might or might not,6
TRUE,2020,White,Female,None,Trinity,Hillary Clinton,Unaffiliated/Independent,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Undecided,Untrustworthy,Arrogant-asshole,Yes,No,Hillary Clinton,Might or might not,5
TRUE,2018,White,Male,Fraternity,Trinity,Hillary Clinton,Unaffiliated/Independent,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,experienced,rash,Yes,No,Hillary Clinton,Probably yes,0
TRUE,2020,White,Female,None,Trinity,Hillary Clinton,Unaffiliated/Independent,Very knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Undecided,bought,bigot,Yes,Yes,Hillary Clinton,Definitely yes,1
TRUE,2017,Other,Female,None,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Probably yes,Yes,North Carolina ,Undecided,Undecided,Perserverant ,Liar,Yes,No,Donald Trump,Probably not,1
TRUE,2017,White,Female,Sorority,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Experience,Racist,Yes,Yes,Hillary Clinton,Definitely yes,1
TRUE,2019,Asian,Male,None,Trinity,Hillary Clinton,Democratic,Extremely knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,shrewd,bullish,Yes,No,Hillary Clinton,Definitely yes,0
TRUE,2020,Black or African American,Female,None,Trinity,Hillary Clinton,Unaffiliated/Independent,Slightly knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Undecided,Better,Ridiculous,Yes,No,Hillary Clinton,Definitely yes,5
TRUE,2020,White,Prefer not to disclose,None,Trinity,Gary Johnson,Libertarian,Very knowledgeable,Probably yes,Yes,North Carolina ,Undecided,Undecided,Crooked,Asshole,Yes,Yes,Donald Trump,Might or might not,5
TRUE,2018,White,Male,Fraternity,Trinity,Donald Trump,Republican,Slightly knowledgeable,Definitely yes,Yes,North Carolina ,Do not intend to vote,Do not intend to vote,Untrustworthy ,Unpolished ,Yes,No,Hillary Clinton,Might or might not,3
TRUE,2019,White,Female,Sorority,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Undecided,considerate ,joke ,No,No,Hillary Clinton,Definitely yes,0
TRUE,2019,White,Male,Selective Living Group,Trinity,Gary Johnson,Unaffiliated/Independent,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Roy Cooper,Sketchy,Loose-Cannon,Yes,No,Hillary Clinton,Probably not,2
TRUE,2017,Asian,Female,None,Trinity,Do not intend to vote,Other,Not knowledgeable at all,Definitely not,No,,,,Pretentious ,Buffoon,Yes,No,Hillary Clinton,Might or might not,0
TRUE,2020,White,Female,None,Trinity,Hillary Clinton,Republican,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Undecided,career politician,wall,Yes,No,Hillary Clinton,Probably yes,3
TRUE,2020,Hispanic,Male,None,Trinity,Undecided,Republican,Not knowledgeable at all,Definitely yes,Yes,North Carolina ,Undecided,Pat McCrory, Liar,Under qualified ,Yes,Yes,Hillary Clinton,Might or might not,12
TRUE,2020,Black or African American,Female,None,Trinity,Hillary Clinton,Democratic,Slightly knowledgeable,Definitely yes,Yes,North Carolina ,Do not intend to vote,Undecided,Trying ,Hateful,No,No,Hillary Clinton,Definitely yes,1
TRUE,2019,White,Male,Fraternity,Pratt,Hillary Clinton,Republican,Slightly knowledgeable,Probably yes,Yes,North Carolina ,Do not intend to vote,Do not intend to vote,idk,unpredictable,Yes,No,Hillary Clinton,Probably yes,6
TRUE,2018,White,Female,None,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely not,No,,,,fake,catastroph,Yes,No,Hillary Clinton,Definitely yes,0
TRUE,2019,White,Female,Independent House,Pratt,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,Virginia ,,,Experienced,Racist,Yes,No,Hillary Clinton,Probably not,2
TRUE,2017,White,Male,Selective Living Group,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,determined,compensating,Yes,No,Hillary Clinton,Definitely yes,4
TRUE,2019,White,Male,None,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,Florida ,,,Stable,Unstable,Yes,No,Hillary Clinton,Definitely yes,4
TRUE,2018,White,Female,Sorority,Trinity,Hillary Clinton,Democratic,Extremely knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Experienced,Pyschotic,Yes,Yes,Hillary Clinton,Definitely yes,0
TRUE,2018,Asian,Female,Independent House,Trinity,Hillary Clinton,Unaffiliated/Independent,Moderately knowledgeable,Definitely yes,Yes,New York ,,,Warhawk,Bigot,No,Yes,Hillary Clinton,Might or might not,0
TRUE,2018,Black or African American,Male,Selective Living Group,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Sure,No,Yes,No,Hillary Clinton,Definitely yes,1
TRUE,2017,Asian,Male,Selective Living Group,Trinity,Do not intend to vote,Unaffiliated/Independent,Very knowledgeable,Definitely not,No,,,,Strong,Disgusting,No,No,Hillary Clinton,Definitely not,0
TRUE,2020,White,Male,None,Trinity,Undecided,Republican,Very knowledgeable,Definitely yes,Yes,North Carolina ,Richard Burr,Pat McCrory,un-charismatic,idiot,Yes,No,Hillary Clinton,Might or might not,10
TRUE,2020,White,Female,None,Pratt,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Undecided,Qualified,disastrous,No,No,Hillary Clinton,Probably yes,2
TRUE,2018,Asian,Female,Independent House,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Undecided,Decisive,Vain,No,No,Hillary Clinton,Probably yes,1
TRUE,2018,Black or African American,Female,Sorority,Trinity,Hillary Clinton,Democratic,Slightly knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,qualified ,bigot,No,No,Hillary Clinton,Definitely yes,0
TRUE,2017,White,Female,Sorority,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Presidential,Reactive,No,Yes,Hillary Clinton,Definitely yes,1
TRUE,2017,White,Male,Independent House,Pratt,Hillary Clinton,Democratic,Moderately knowledgeable,Probably yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Experienced,Childish,Yes,No,Hillary Clinton,Probably yes,0
TRUE,2018,Other,Female,None,Trinity,Other,Unaffiliated/Independent,Extremely knowledgeable,Definitely yes,No,,,,establishment,bigot,Yes,No,Hillary Clinton,Definitely not,0
TRUE,2019,White,Male,Independent House,Trinity,Hillary Clinton,Unaffiliated/Independent,Moderately knowledgeable,Probably yes,Yes,North Carolina ,Richard Burr,Roy Cooper,Serviceable,WW3,Yes,No,Hillary Clinton,Might or might not,7
TRUE,2018,White,Male,Fraternity,Trinity,Donald Trump,Republican,Extremely knowledgeable,Probably yes,Yes,North Carolina ,Richard Burr,Pat McCrory,Liar,Crazy,Yes,No,Hillary Clinton,Probably yes,4
TRUE,2020,White,Male,None,Pratt,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Undecided,president,asshole,Yes,No,Hillary Clinton,Definitely yes,4
TRUE,2017,Asian,Female,None,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Undecided,Strong,Selfish,Yes,No,Hillary Clinton,Probably not,2
TRUE,2019,Black or African American,Female,None,Trinity,Hillary Clinton,Democratic,Slightly knowledgeable,Probably yes,Yes,North Carolina ,Undecided,Undecided,Hard work ,Business ,No,No,Hillary Clinton,Definitely yes,1
TRUE,2019,White,Female,Independent House,Trinity,Donald Trump,Republican,Very knowledgeable,Definitely yes,Yes,Ohio ,,,liar,arse,Yes,No,Hillary Clinton,Definitely yes,3
TRUE,2020,White,Male,None,Trinity,Hillary Clinton,Unaffiliated/Independent,Moderately knowledgeable,Probably yes,Yes,Louisiana ,,,Flawed,Unfit,Yes,No,Hillary Clinton,Probably yes,4
TRUE,2018,White,Male,Fraternity,Trinity,Do not intend to vote,Republican,Very knowledgeable,Definitely not,No,,,,Corrupt,Insane ,Yes,No,Hillary Clinton,Might or might not,2
TRUE,2018,White,Female,None,Trinity,Hillary Clinton,Republican,Moderately knowledgeable,Might or might not,Yes,North Carolina ,Undecided,Undecided,liar,disrespectful,Yes,No,Hillary Clinton,Might or might not,1
TRUE,2017,White,Male,None,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,Colorado ,,,Experienced,Hitler,Yes,No,Hillary Clinton,Definitely yes,6
TRUE,2017,Asian,Female,None,Trinity,Donald Trump,Unaffiliated/Independent,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Undecided,Liar,Strength,Yes,No,Donald Trump,Might or might not,3
TRUE,2020,Asian,Male,None,Pratt,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Qualified,Childish,No,No,Hillary Clinton,Definitely yes,1
TRUE,2019,White,Male,Fraternity,Trinity,Hillary Clinton,Democratic,Extremely knowledgeable,Definitely yes,Yes,Florida ,,,Qualified,Terrifying ,Yes,No,Hillary Clinton,Might or might not,4
TRUE,2020,Asian,Female,None,Pratt,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Do not intend to vote,Do not intend to vote,Inspiring,Offensive,No,No,Hillary Clinton,Probably yes,1
TRUE,2020,White,Female,None,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Do not intend to vote,Unemotional,Psychopath,No,Yes,Hillary Clinton,Definitely yes,2
TRUE,2018,Black or African American,Female,None,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,Virginia ,,,Experience ,Inexperience,Yes,No,Hillary Clinton,Definitely yes,0
TRUE,2018,White,Female,Selective Living Group,Trinity,Hillary Clinton,Unaffiliated/Independent,Very knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Stable ,Terrifying ,Yes,No,Hillary Clinton,Definitely yes,0
TRUE,2020,Asian,Male,None,Pratt,Undecided,Unaffiliated/Independent,Moderately knowledgeable,Might or might not,Yes,North Carolina ,Undecided,Undecided,Secretary,Wall,Yes,No,Hillary Clinton,Might or might not,1
TRUE,2018,White,Male,Fraternity,Pratt,Undecided,Republican,Slightly knowledgeable,Probably yes,Yes,North Carolina ,Undecided,Undecided,Liar,Idiot,Yes,No,Hillary Clinton,Probably yes,1
TRUE,2020,Black or African American,Male,None,Trinity,Hillary Clinton,Libertarian,Extremely knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Dammit,Joke,Yes,No,Hillary Clinton,Definitely yes,3
TRUE,2017,Black or African American,Female,Sorority,Trinity,Hillary Clinton,Democratic,Extremely knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Qualified ,Unqualified,Yes,Yes,Hillary Clinton,Probably yes,3
TRUE,2020,Black or African American,Female,None,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Probably yes,Yes,North Carolina ,Undecided,Undecided,Resourceful,Unreflective,Yes,No,Hillary Clinton,Probably yes,2
TRUE,2017,White,Male,None,Trinity,Undecided,Republican,Very knowledgeable,Probably yes,Yes,North Carolina ,Undecided,Undecided,Dishonest,Flamboyant ,Yes,No,Hillary Clinton,Might or might not,13
TRUE,2020,White,Female,None,Trinity,Hillary Clinton,Libertarian,Slightly knowledgeable,Probably yes,Yes,North Carolina ,Do not intend to vote,Do not intend to vote,Better,Disaster,Yes,No,Hillary Clinton,Might or might not,0
TRUE,2019,White,Female,Sorority,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,North Carolina ,Do not intend to vote,Do not intend to vote,Experience,Bafoon,Yes,No,Hillary Clinton,Might or might not,2
TRUE,2020,Asian,Male,None,Trinity,Hillary Clinton,Unaffiliated/Independent,Moderately knowledgeable,Probably yes,Yes,North Carolina ,Do not intend to vote,Do not intend to vote,Rubber,Ew,Yes,No,Hillary Clinton,Probably yes,2
TRUE,2019,Asian,Female,Sorority,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Do not intend to vote,Do not intend to vote,Capable,Fool,Yes,No,Hillary Clinton,Might or might not,1
TRUE,2018,Other,Female,Independent House,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Undecided,Experienced,Brash,No,No,Hillary Clinton,Probably yes,0
TRUE,2020,White,Female,None,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Experienced,Moronic,No,No,Hillary Clinton,Definitely yes,2
TRUE,2020,Prefer not to disclose,Female,None,Trinity,Undecided,Republican,Moderately knowledgeable,Probably yes,Yes,New York ,,,experienced,business like,Yes,No,Hillary Clinton,Might or might not,4
TRUE,2017,Asian,Female,None,Pratt,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,No,,,,Competent,Bigot,Yes,Yes,Hillary Clinton,Probably yes,0
TRUE,2019,White,Female,Selective Living Group,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,South Carolina ,,,Prepared,Ignorant,No,Yes,Hillary Clinton,Definitely yes,1
TRUE,2020,Asian,Female,None,Pratt,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,Virginia ,,,Experienced,Senseless,No,No,Hillary Clinton,Definitely yes,3
TRUE,2018,White,Male,Independent House,Pratt,Hillary Clinton,Republican,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Experienced,Crazy,No,No,Hillary Clinton,Probably yes,0
